BlockPath,BlockType,LibraryLink,Parameter,Value
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/CT_Gain_Mismatch_6","Gain","","SampleTime","-1"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Noise_Gain_1","Gain","","Gain","0.185167"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Noise_Gain_1","Gain","","Multiplication","Element-wise(K.*u)"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Noise_Gain_1","Gain","","ParamMin","[]"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Noise_Gain_1","Gain","","ParamMax","[]"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Noise_Gain_1","Gain","","ParamDataTypeStr","Inherit: Inherit via internal rule"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Noise_Gain_1","Gain","","OutMin","[]"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Noise_Gain_1","Gain","","OutMax","[]"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Noise_Gain_1","Gain","","OutDataTypeStr","Inherit: Inherit via internal rule"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Noise_Gain_1","Gain","","LockScale","off"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Noise_Gain_1","Gain","","RndMeth","Floor"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Noise_Gain_1","Gain","","SaturateOnIntegerOverflow","off"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Noise_Gain_1","Gain","","SampleTime","-1"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Noise_Gain_2","Gain","","Gain","0.185167"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Noise_Gain_2","Gain","","Multiplication","Element-wise(K.*u)"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Noise_Gain_2","Gain","","ParamMin","[]"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Noise_Gain_2","Gain","","ParamMax","[]"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Noise_Gain_2","Gain","","ParamDataTypeStr","Inherit: Inherit via internal rule"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Noise_Gain_2","Gain","","OutMin","[]"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Noise_Gain_2","Gain","","OutMax","[]"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Noise_Gain_2","Gain","","OutDataTypeStr","Inherit: Inherit via internal rule"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Noise_Gain_2","Gain","","LockScale","off"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Noise_Gain_2","Gain","","RndMeth","Floor"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Noise_Gain_2","Gain","","SaturateOnIntegerOverflow","off"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Noise_Gain_2","Gain","","SampleTime","-1"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Noise_Gain_3","Gain","","Gain","0.185167"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Noise_Gain_3","Gain","","Multiplication","Element-wise(K.*u)"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Noise_Gain_3","Gain","","ParamMin","[]"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Noise_Gain_3","Gain","","ParamMax","[]"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Noise_Gain_3","Gain","","ParamDataTypeStr","Inherit: Inherit via internal rule"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Noise_Gain_3","Gain","","OutMin","[]"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Noise_Gain_3","Gain","","OutMax","[]"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Noise_Gain_3","Gain","","OutDataTypeStr","Inherit: Inherit via internal rule"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Noise_Gain_3","Gain","","LockScale","off"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Noise_Gain_3","Gain","","RndMeth","Floor"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Noise_Gain_3","Gain","","SaturateOnIntegerOverflow","off"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Noise_Gain_3","Gain","","SampleTime","-1"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Noise_Gain_4","Gain","","Gain","0.185167"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Noise_Gain_4","Gain","","Multiplication","Element-wise(K.*u)"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Noise_Gain_4","Gain","","ParamMin","[]"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Noise_Gain_4","Gain","","ParamMax","[]"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Noise_Gain_4","Gain","","ParamDataTypeStr","Inherit: Inherit via internal rule"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Noise_Gain_4","Gain","","OutMin","[]"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Noise_Gain_4","Gain","","OutMax","[]"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Noise_Gain_4","Gain","","OutDataTypeStr","Inherit: Inherit via internal rule"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Noise_Gain_4","Gain","","LockScale","off"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Noise_Gain_4","Gain","","RndMeth","Floor"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Noise_Gain_4","Gain","","SaturateOnIntegerOverflow","off"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Noise_Gain_4","Gain","","SampleTime","-1"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Noise_Gain_5","Gain","","Gain","0.185167"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Noise_Gain_5","Gain","","Multiplication","Element-wise(K.*u)"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Noise_Gain_5","Gain","","ParamMin","[]"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Noise_Gain_5","Gain","","ParamMax","[]"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Noise_Gain_5","Gain","","ParamDataTypeStr","Inherit: Inherit via internal rule"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Noise_Gain_5","Gain","","OutMin","[]"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Noise_Gain_5","Gain","","OutMax","[]"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Noise_Gain_5","Gain","","OutDataTypeStr","Inherit: Inherit via internal rule"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Noise_Gain_5","Gain","","LockScale","off"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Noise_Gain_5","Gain","","RndMeth","Floor"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Noise_Gain_5","Gain","","SaturateOnIntegerOverflow","off"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Noise_Gain_5","Gain","","SampleTime","-1"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Noise_Gain_6","Gain","","Gain","0.185167"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Noise_Gain_6","Gain","","Multiplication","Element-wise(K.*u)"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Noise_Gain_6","Gain","","ParamMin","[]"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Noise_Gain_6","Gain","","ParamMax","[]"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Noise_Gain_6","Gain","","ParamDataTypeStr","Inherit: Inherit via internal rule"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Noise_Gain_6","Gain","","OutMin","[]"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Noise_Gain_6","Gain","","OutMax","[]"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Noise_Gain_6","Gain","","OutDataTypeStr","Inherit: Inherit via internal rule"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Noise_Gain_6","Gain","","LockScale","off"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Noise_Gain_6","Gain","","RndMeth","Floor"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Noise_Gain_6","Gain","","SaturateOnIntegerOverflow","off"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Noise_Gain_6","Gain","","SampleTime","-1"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Quantizer","Quantizer","","QuantizationInterval","0.01"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Quantizer","Quantizer","","LinearizeAsGain","on"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Quantizer","Quantizer","","SampleTime","-1"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Quantizer1","Quantizer","","QuantizationInterval","0.01"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Quantizer1","Quantizer","","LinearizeAsGain","on"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Quantizer1","Quantizer","","SampleTime","-1"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Quantizer2","Quantizer","","QuantizationInterval","0.01"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Quantizer2","Quantizer","","LinearizeAsGain","on"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Quantizer2","Quantizer","","SampleTime","-1"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Quantizer3","Quantizer","","QuantizationInterval","0.01"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Quantizer3","Quantizer","","LinearizeAsGain","on"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Quantizer3","Quantizer","","SampleTime","-1"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Quantizer4","Quantizer","","QuantizationInterval","0.01"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Quantizer4","Quantizer","","LinearizeAsGain","on"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Quantizer4","Quantizer","","SampleTime","-1"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Quantizer5","Quantizer","","QuantizationInterval","0.01"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Quantizer5","Quantizer","","LinearizeAsGain","on"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Quantizer5","Quantizer","","SampleTime","-1"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Dig_IA_Prim","Outport","","Port","1"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Dig_IA_Prim","Outport","","SignalObject","[]"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Dig_IA_Prim","Outport","","StorageClass","Auto"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Dig_IA_Prim","Outport","","IconDisplay","Port number"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Dig_IA_Prim","Outport","","OutputFunctionCall","off"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Dig_IA_Prim","Outport","","OutMin","[]"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Dig_IA_Prim","Outport","","OutMax","[]"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Dig_IA_Prim","Outport","","OutDataTypeStr","Inherit: auto"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Dig_IA_Prim","Outport","","LockScale","off"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Dig_IA_Prim","Outport","","BusOutputAsStruct","off"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Dig_IA_Prim","Outport","","BusVirtuality","inherit"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Dig_IA_Prim","Outport","","DataMode","inherit"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Dig_IA_Prim","Outport","","Unit","inherit"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Dig_IA_Prim","Outport","","PortDimensions","-1"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Dig_IA_Prim","Outport","","VarSizeSig","Inherit"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Dig_IA_Prim","Outport","","SampleTime","-1"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Dig_IA_Prim","Outport","","SignalType","auto"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Dig_IA_Prim","Outport","","EnsureOutportIsVirtual","off"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Dig_IA_Prim","Outport","","SourceOfInitialOutputValue","Dialog"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Dig_IA_Prim","Outport","","OutputWhenDisabled","held"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Dig_IA_Prim","Outport","","InitialOutput","[]"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Dig_IA_Prim","Outport","","MustResolveToSignalObject","off"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Dig_IA_Prim","Outport","","OutputWhenUnConnected","off"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Dig_IA_Prim","Outport","","OutputWhenUnconnectedValue","0"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Dig_IA_Prim","Outport","","VectorParamsAs1DForOutWhenUnconnected","on"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Dig_IB_Prim","Outport","","Port","2"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Dig_IB_Prim","Outport","","SignalObject","[]"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Dig_IB_Prim","Outport","","StorageClass","Auto"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Dig_IB_Prim","Outport","","IconDisplay","Port number"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Dig_IB_Prim","Outport","","OutputFunctionCall","off"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Dig_IB_Prim","Outport","","OutMin","[]"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Dig_IB_Prim","Outport","","OutMax","[]"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Dig_IB_Prim","Outport","","OutDataTypeStr","Inherit: auto"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Dig_IB_Prim","Outport","","LockScale","off"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Dig_IB_Prim","Outport","","BusOutputAsStruct","off"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Dig_IB_Prim","Outport","","BusVirtuality","inherit"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Dig_IB_Prim","Outport","","DataMode","inherit"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Dig_IB_Prim","Outport","","Unit","inherit"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Dig_IB_Prim","Outport","","PortDimensions","-1"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Dig_IB_Prim","Outport","","VarSizeSig","Inherit"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Dig_IB_Prim","Outport","","SampleTime","-1"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Dig_IB_Prim","Outport","","SignalType","auto"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Dig_IB_Prim","Outport","","EnsureOutportIsVirtual","off"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Dig_IB_Prim","Outport","","SourceOfInitialOutputValue","Dialog"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Dig_IB_Prim","Outport","","OutputWhenDisabled","held"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Dig_IB_Prim","Outport","","InitialOutput","[]"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Dig_IB_Prim","Outport","","MustResolveToSignalObject","off"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Dig_IB_Prim","Outport","","OutputWhenUnConnected","off"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Dig_IB_Prim","Outport","","OutputWhenUnconnectedValue","0"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Dig_IB_Prim","Outport","","VectorParamsAs1DForOutWhenUnconnected","on"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Dig_IC_Prim","Outport","","Port","3"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Dig_IC_Prim","Outport","","SignalObject","[]"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Dig_IC_Prim","Outport","","StorageClass","Auto"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Dig_IC_Prim","Outport","","IconDisplay","Port number"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Dig_IC_Prim","Outport","","OutputFunctionCall","off"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Dig_IC_Prim","Outport","","OutMin","[]"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Dig_IC_Prim","Outport","","OutMax","[]"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Dig_IC_Prim","Outport","","OutDataTypeStr","Inherit: auto"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Dig_IC_Prim","Outport","","LockScale","off"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Dig_IC_Prim","Outport","","BusOutputAsStruct","off"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Dig_IC_Prim","Outport","","BusVirtuality","inherit"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Dig_IC_Prim","Outport","","DataMode","inherit"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Dig_IC_Prim","Outport","","Unit","inherit"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Dig_IC_Prim","Outport","","PortDimensions","-1"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Dig_IC_Prim","Outport","","VarSizeSig","Inherit"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Dig_IC_Prim","Outport","","SampleTime","-1"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Dig_IC_Prim","Outport","","SignalType","auto"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Dig_IC_Prim","Outport","","EnsureOutportIsVirtual","off"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Dig_IC_Prim","Outport","","SourceOfInitialOutputValue","Dialog"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Dig_IC_Prim","Outport","","OutputWhenDisabled","held"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Dig_IC_Prim","Outport","","InitialOutput","[]"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Dig_IC_Prim","Outport","","MustResolveToSignalObject","off"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Dig_IC_Prim","Outport","","OutputWhenUnConnected","off"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Dig_IC_Prim","Outport","","OutputWhenUnconnectedValue","0"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Dig_IC_Prim","Outport","","VectorParamsAs1DForOutWhenUnconnected","on"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Dig_IA_Sec","Outport","","Port","4"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Dig_IA_Sec","Outport","","SignalObject","[]"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Dig_IA_Sec","Outport","","StorageClass","Auto"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Dig_IA_Sec","Outport","","IconDisplay","Port number"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Dig_IA_Sec","Outport","","OutputFunctionCall","off"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Dig_IA_Sec","Outport","","OutMin","[]"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Dig_IA_Sec","Outport","","OutMax","[]"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Dig_IA_Sec","Outport","","OutDataTypeStr","Inherit: auto"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Dig_IA_Sec","Outport","","LockScale","off"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Dig_IA_Sec","Outport","","BusOutputAsStruct","off"
"TransformerWithCTSaturationz_DISCONNECTED/Noise Merging Unit/Dig_IA_Sec","Outport","","BusVirtuality","inherit"
